state,year,month,temp
Oregon,2016,4,50.10
Oregon,2016,5,53.20
Oregon,2016,6,60.50
Oregon,2016,7,64.40
Oregon,2016,8,66.70
Oregon,2016,9,57.10
Oregon,2016,10,48.10
Oregon,2016,11,43.20
Oregon,2016,12,27.40
Oregon,2017,1,26.70
Oregon,2017,2,34.80
Oregon,2017,3,41.60
Oregon,2017,4,42.90
Oregon,2017,5,52.90
Oregon,2017,6,59.90
Oregon,2017,7,69.20
Oregon,2017,8,69.60
Oregon,2017,9,59.60
Oregon,2017,10,47.00
Oregon,2017,11,39.30
Oregon,2017,12,32.90
Oregon,2018,1,37.50
Oregon,2018,2,33.20
Oregon,2018,3,38.40
Oregon,2018,4,45.00
Oregon,2018,5,55.40
Oregon,2018,6,58.50
Oregon,2018,7,69.00
Oregon,2018,8,66.50
Oregon,2018,9,57.40
Oregon,2018,10,48.80
Oregon,2018,11,39.30
Oregon,2018,12,32.30
Oregon,2019,1,35.30
Oregon,2019,2,28.80
Oregon,2019,3,37.30
Oregon,2019,4,46.00
Oregon,2019,5,52.60
Oregon,2019,6,59.00
Oregon,2019,7,64.80
Oregon,2019,8,67.10
Oregon,2019,9,56.50
Oregon,2019,10,43.20
Oregon,2019,11,40.60
Oregon,2019,12,34.20
Pennsylvania,2015,1,22.50
Pennsylvania,2015,2,16.10
Pennsylvania,2015,3,31.60
Pennsylvania,2015,4,48.40
Pennsylvania,2015,5,63.40
Pennsylvania,2015,6,67.10
Pennsylvania,2015,7,70.40
Pennsylvania,2015,8,68.90
Pennsylvania,2015,9,66.60
Pennsylvania,2015,10,50.70
Pennsylvania,2015,11,45.50
Pennsylvania,2015,12,42.30
Pennsylvania,2016,1,25.40
Pennsylvania,2016,2,30.70
Pennsylvania,2016,3,43.30
Pennsylvania,2016,4,47.00
Pennsylvania,2016,5,57.40
Pennsylvania,2016,6,67.40
Pennsylvania,2016,7,73.00
Pennsylvania,2016,8,73.40
Pennsylvania,2016,9,66.20
Pennsylvania,2016,10,53.60
Pennsylvania,2016,11,42.60
Pennsylvania,2016,12,31.20
Pennsylvania,2017,1,31.80
Pennsylvania,2017,2,36.60
Pennsylvania,2017,3,35.30
Pennsylvania,2017,4,53.70
Pennsylvania,2017,5,57.10
Pennsylvania,2017,6,66.80
Pennsylvania,2017,7,71.40
Pennsylvania,2017,8,67.40
Pennsylvania,2017,9,63.80
Pennsylvania,2017,10,56.20
Pennsylvania,2017,11,39.20
Pennsylvania,2017,12,28.00
Pennsylvania,2018,1,23.10
Pennsylvania,2018,2,34.30
Pennsylvania,2018,3,33.00
Pennsylvania,2018,4,43.20
Pennsylvania,2018,5,64.00
Pennsylvania,2018,6,66.60
Pennsylvania,2018,7,71.60
Pennsylvania,2018,8,72.10
Pennsylvania,2018,9,66.70
Pennsylvania,2018,10,52.30
Pennsylvania,2018,11,36.70
Pennsylvania,2018,12,33.50
Pennsylvania,2019,1,25.90
Pennsylvania,2019,2,30.20
Pennsylvania,2019,3,34.70
Pennsylvania,2019,4,50.50
Pennsylvania,2019,5,60.60
Pennsylvania,2019,6,65.80
Pennsylvania,2019,7,73.20
Pennsylvania,2019,8,69.60
Pennsylvania,2019,9,65.20
Pennsylvania,2019,10,53.70
Pennsylvania,2019,11,36.50
Pennsylvania,2019,12,32.60
Rhode Island,2015,1,25.50
Rhode Island,2015,2,17.70
Rhode Island,2015,3,31.80
Rhode Island,2015,4,47.20
Rhode Island,2015,5,61.20
Rhode Island,2015,6,64.50
Rhode Island,2015,7,72.30
Rhode Island,2015,8,72.60
Rhode Island,2015,9,67.60
Rhode Island,2015,10,52.40
Rhode Island,2015,11,47.10
Rhode Island,2015,12,45.30
Rhode Island,2016,1,31.30
Rhode Island,2016,2,33.10
Rhode Island,2016,3,42.90
Rhode Island,2016,4,46.20
Rhode Island,2016,5,57.90
Rhode Island,2016,6,66.90
Rhode Island,2016,7,73.80
Rhode Island,2016,8,73.90
Rhode Island,2016,9,66.40
Rhode Island,2016,10,54.70
Rhode Island,2016,11,45.20
Rhode Island,2016,12,34.20
Rhode Island,2017,1,34.20
Rhode Island,2017,2,35.20
Rhode Island,2017,3,34.10
Rhode Island,2017,4,51.50
Rhode Island,2017,5,56.50
Rhode Island,2017,6,66.80
Rhode Island,2017,7,71.10
Rhode Island,2017,8,69.80
Rhode Island,2017,9,66.40
Rhode Island,2017,10,59.60
Rhode Island,2017,11,43.10
Rhode Island,2017,12,30.10
Rhode Island,2018,1,27.60
Rhode Island,2018,2,37.70
Rhode Island,2018,3,37.30
Rhode Island,2018,4,44.40
Rhode Island,2018,5,61.40
Rhode Island,2018,6,65.90
Rhode Island,2018,7,73.80
Rhode Island,2018,8,75.10
Rhode Island,2018,9,66.50
Rhode Island,2018,10,52.70
Rhode Island,2018,11,41.00
Rhode Island,2018,12,35.30
Rhode Island,2019,1,29.00
Rhode Island,2019,2,31.60
Rhode Island,2019,3,35.90
Rhode Island,2019,4,49.30
Rhode Island,2019,5,56.50
Rhode Island,2019,6,66.50
Rhode Island,2019,7,74.80
Rhode Island,2019,8,71.20
Rhode Island,2019,9,63.80
Rhode Island,2019,10,54.70
Rhode Island,2019,11,40.10
Rhode Island,2019,12,34.10
South Carolina,2015,1,43.80
South Carolina,2015,2,41.00
South Carolina,2015,3,56.40
South Carolina,2015,4,64.80
South Carolina,2015,5,71.60
South Carolina,2015,6,80.50
South Carolina,2015,7,82.20
South Carolina,2015,8,79.50
South Carolina,2015,9,74.30
South Carolina,2015,10,63.30
South Carolina,2015,11,58.00
South Carolina,2015,12,58.50
South Carolina,2016,1,43.00
South Carolina,2016,2,48.00
South Carolina,2016,3,60.60
South Carolina,2016,4,63.10
South Carolina,2016,5,70.10
South Carolina,2016,6,79.80
South Carolina,2016,7,83.70
South Carolina,2016,8,81.90
South Carolina,2016,9,77.10
South Carolina,2016,10,66.40
South Carolina,2016,11,55.60
South Carolina,2016,12,49.00
South Carolina,2017,1,51.40
South Carolina,2017,2,55.50
South Carolina,2017,3,55.50
South Carolina,2017,4,67.00
South Carolina,2017,5,71.50
South Carolina,2017,6,76.90
South Carolina,2017,7,81.00
South Carolina,2017,8,79.40
South Carolina,2017,9,74.30
South Carolina,2017,10,66.20
South Carolina,2017,11,54.30
South Carolina,2017,12,47.80
South Carolina,2018,1,40.60
South Carolina,2018,2,57.40
South Carolina,2018,3,52.00
South Carolina,2018,4,60.00
South Carolina,2018,5,73.80
South Carolina,2018,6,80.20
South Carolina,2018,7,80.20
South Carolina,2018,8,80.00
South Carolina,2018,9,79.40
South Carolina,2018,10,66.90
South Carolina,2018,11,51.90
South Carolina,2018,12,48.60
South Carolina,2019,1,46.70
South Carolina,2019,2,53.00
South Carolina,2019,3,54.10
South Carolina,2019,4,64.00
South Carolina,2019,5,75.40
South Carolina,2019,6,77.20
South Carolina,2019,7,81.50
South Carolina,2019,8,80.30
South Carolina,2019,9,78.20
South Carolina,2019,10,68.60
South Carolina,2019,11,50.90
South Carolina,2019,12,50.40
South Dakota,2015,1,22.70
South Dakota,2015,2,19.50
South Dakota,2015,3,39.00
South Dakota,2015,4,47.70
South Dakota,2015,5,53.80
South Dakota,2015,6,67.60
South Dakota,2015,7,72.10
South Dakota,2015,8,69.80
South Dakota,2015,9,65.90
South Dakota,2015,10,51.60
South Dakota,2015,11,36.40
South Dakota,2015,12,24.30
South Dakota,2016,1,19.80
South Dakota,2016,2,31.20
South Dakota,2016,3,40.10
South Dakota,2016,4,46.30
South Dakota,2016,5,56.70
South Dakota,2016,6,70.70
South Dakota,2016,7,73.00
South Dakota,2016,8,71.00
South Dakota,2016,9,62.40
South Dakota,2016,10,51.60
South Dakota,2016,11,42.00
South Dakota,2016,12,15.40
South Dakota,2017,1,16.50
South Dakota,2017,2,29.40
South Dakota,2017,3,35.50
South Dakota,2017,4,46.10
South Dakota,2017,5,56.00
South Dakota,2017,6,68.10
South Dakota,2017,7,76.00
South Dakota,2017,8,67.40
South Dakota,2017,9,61.80
South Dakota,2017,10,48.00
South Dakota,2017,11,34.70
South Dakota,2017,12,21.70
South Dakota,2018,1,18.10
South Dakota,2018,2,11.60
South Dakota,2018,3,30.40
South Dakota,2018,4,36.70
South Dakota,2018,5,62.10
South Dakota,2018,6,69.30
South Dakota,2018,7,72.20
South Dakota,2018,8,69.90
South Dakota,2018,9,61.50
South Dakota,2018,10,43.20
South Dakota,2018,11,29.30
South Dakota,2018,12,25.30
South Dakota,2019,1,17.90
South Dakota,2019,2,6.10
South Dakota,2019,3,25.10
South Dakota,2019,4,44.30
South Dakota,2019,5,50.40
South Dakota,2019,6,66.30
South Dakota,2019,7,72.20
South Dakota,2019,8,68.20
South Dakota,2019,9,63.10
South Dakota,2019,10,40.30
South Dakota,2019,11,31.10
South Dakota,2019,12,23.30
Tennessee,2015,1,36.10
Tennessee,2015,2,31.40
Tennessee,2015,3,49.00
Tennessee,2015,4,60.10
Tennessee,2015,5,68.00
Tennessee,2015,6,75.90
Tennessee,2015,7,78.30
Tennessee,2015,8,74.20
Tennessee,2015,9,70.90
Tennessee,2015,10,59.70
Tennessee,2015,11,53.50
Tennessee,2015,12,51.30
Tennessee,2016,1,34.80
Tennessee,2016,2,42.50
Tennessee,2016,3,53.90
Tennessee,2016,4,59.50
Tennessee,2016,5,65.30
Tennessee,2016,6,76.50
Tennessee,2016,7,79.80
Tennessee,2016,8,79.00
Tennessee,2016,9,74.10
Tennessee,2016,10,64.60
Tennessee,2016,11,52.70
Tennessee,2016,12,40.90
Tennessee,2017,1,44.90
Tennessee,2017,2,48.90
Tennessee,2017,3,51.10
Tennessee,2017,4,63.10
Tennessee,2017,5,66.60
Tennessee,2017,6,73.00
Tennessee,2017,7,78.10
Tennessee,2017,8,74.60
Tennessee,2017,9,69.10
Tennessee,2017,10,60.80
Tennessee,2017,11,49.90
Tennessee,2017,12,39.50
Tennessee,2018,1,32.90
Tennessee,2018,2,48.50
Tennessee,2018,3,48.20
Tennessee,2018,4,52.90
Tennessee,2018,5,72.30
Tennessee,2018,6,76.50
Tennessee,2018,7,78.10
Tennessee,2018,8,76.50
Tennessee,2018,9,74.90
Tennessee,2018,10,61.00
Tennessee,2018,11,44.40
Tennessee,2018,12,42.70
Tennessee,2019,1,39.40
Tennessee,2019,2,46.70
Tennessee,2019,3,46.90
Tennessee,2019,4,59.30
Tennessee,2019,5,70.10
Tennessee,2019,6,73.40
Tennessee,2019,7,77.70
Tennessee,2019,8,76.90
Tennessee,2019,9,76.40
Tennessee,2019,10,61.60
Tennessee,2019,11,44.20
Tennessee,2019,12,45.10
Texas,2015,1,44.00
Texas,2015,2,48.20
Texas,2015,3,56.20
Texas,2015,4,66.60
Texas,2015,5,71.60
Texas,2015,6,79.30
Texas,2015,7,83.20
Texas,2015,8,83.30
Texas,2015,9,79.20
Texas,2015,10,69.20
Texas,2015,11,57.30
Texas,2015,12,51.50
Texas,2016,1,46.40
Texas,2016,2,54.40
Texas,2016,3,61.20
Texas,2016,4,66.10
Texas,2016,5,71.60
Texas,2016,6,80.10
Texas,2016,7,85.40
Texas,2016,8,81.50
Texas,2016,9,77.60
Texas,2016,10,70.90
Texas,2016,11,61.00
Texas,2016,12,49.60
Texas,2017,1,50.80
Texas,2017,2,58.40
Texas,2017,3,63.60
Texas,2017,4,67.10
Texas,2017,5,72.00
Texas,2017,6,80.60
Texas,2017,7,83.60
Texas,2017,8,80.60
Texas,2017,9,76.50
Texas,2017,10,66.50
Texas,2017,11,60.30
Texas,2017,12,47.80
Texas,2018,1,43.80
Texas,2018,2,52.30
Texas,2018,3,61.70
Texas,2018,4,63.00
Texas,2018,5,78.00
Texas,2018,6,83.90
Texas,2018,7,84.50
Texas,2018,8,83.00
Texas,2018,9,76.20
Texas,2018,10,65.40
Texas,2018,11,51.90
Texas,2018,12,48.30
Texas,2019,1,47.20
Texas,2019,2,51.90
Texas,2019,3,55.70
Texas,2019,4,65.00
Texas,2019,5,72.50
Texas,2019,6,79.00
Texas,2019,7,82.70
Texas,2019,8,85.80
Texas,2019,9,81.50
Texas,2019,10,65.20
Texas,2019,11,53.20
Texas,2019,12,50.60
Utah,2015,1,32.10
Utah,2015,2,38.90
Utah,2015,3,44.90
Utah,2015,4,47.10
Utah,2015,5,53.80
Utah,2015,6,70.00
Utah,2015,7,70.10
Utah,2015,8,71.00
Utah,2015,9,65.50
Utah,2015,10,54.30
Utah,2015,11,34.50
Utah,2015,12,26.60
Utah,2016,1,26.60
Utah,2016,2,33.70
Utah,2016,3,42.20
Utah,2016,4,47.90
Utah,2016,5,54.40
Utah,2016,6,70.90
Utah,2016,7,73.70
Utah,2016,8,70.10
Utah,2016,9,61.10
Utah,2016,10,53.20
Utah,2016,11,41.60
Utah,2016,12,27.40
Utah,2017,1,25.90
Utah,2017,2,36.50
Utah,2017,3,45.30
Utah,2017,4,46.00
Utah,2017,5,55.60
Utah,2017,6,69.50
Utah,2017,7,75.00
Utah,2017,8,71.60
Utah,2017,9,60.70
Utah,2017,10,48.10
Utah,2017,11,43.00
Utah,2017,12,31.40
Utah,2018,1,32.80
Utah,2018,2,32.20
Utah,2018,3,39.20
Utah,2018,4,49.00
Utah,2018,5,58.30
Utah,2018,6,69.10
Utah,2018,7,76.10
Utah,2018,8,72.40
Utah,2018,9,65.80
Utah,2018,10,47.50
Utah,2018,11,35.00
Utah,2018,12,27.40
Utah,2019,1,27.00
Utah,2019,2,27.10
Utah,2019,3,38.10
Utah,2019,4,48.60
Utah,2019,5,50.50
Utah,2019,6,63.60
Utah,2019,7,73.30
Utah,2019,8,72.80
Utah,2019,9,63.10
Utah,2019,10,42.90
Utah,2019,11,38.40
Utah,2019,12,28.80
Vermont,2015,1,12.20
Vermont,2015,2,5.30
Vermont,2015,3,22.30
Vermont,2015,4,39.50
Vermont,2015,5,58.60
Vermont,2015,6,59.90
Vermont,2015,7,66.20
Vermont,2015,8,66.60
Vermont,2015,9,62.40
Vermont,2015,10,44.30
Vermont,2015,11,39.20
Vermont,2015,12,35.10
Vermont,2016,1,20.90
Vermont,2016,2,23.90
Vermont,2016,3,33.60
Vermont,2016,4,38.20
Vermont,2016,5,54.00
Vermont,2016,6,62.00
Vermont,2016,7,67.40
Vermont,2016,8,67.50
Vermont,2016,9,59.90
Vermont,2016,10,47.70
Vermont,2016,11,36.80
Vermont,2016,12,23.90
Vermont,2017,1,24.80
Vermont,2017,2,25.60
Vermont,2017,3,23.50
Vermont,2017,4,45.20
Vermont,2017,5,51.80
Vermont,2017,6,61.50
Vermont,2017,7,65.20
Vermont,2017,8,63.30
Vermont,2017,9,60.80
Vermont,2017,10,53.00
Vermont,2017,11,33.00
Vermont,2017,12,17.90
Vermont,2018,1,16.50
Vermont,2018,2,25.50
Vermont,2018,3,28.20
Vermont,2018,4,36.10
Vermont,2018,5,56.50
Vermont,2018,6,60.10
Vermont,2018,7,69.20
Vermont,2018,8,68.40
Vermont,2018,9,60.60
Vermont,2018,10,44.50
Vermont,2018,11,30.00
Vermont,2018,12,23.00
Vermont,2019,1,15.00
Vermont,2019,2,19.00
Vermont,2019,3,26.00
Vermont,2019,4,41.30
Vermont,2019,5,50.80
Vermont,2019,6,60.60
Vermont,2019,7,69.00
Vermont,2019,8,64.60
Vermont,2019,9,56.90
Vermont,2019,10,47.50
Vermont,2019,11,29.40
Vermont,2019,12,23.40
Virginia,2015,1,33.80
Virginia,2015,2,28.90
Virginia,2015,3,44.20
Virginia,2015,4,55.90
Virginia,2015,5,67.10
Virginia,2015,6,73.70
Virginia,2015,7,75.30
Virginia,2015,8,73.20
Virginia,2015,9,69.30
Virginia,2015,10,56.30
Virginia,2015,11,51.10
Virginia,2015,12,49.60
Virginia,2016,1,33.10
Virginia,2016,2,38.40
Virginia,2016,3,51.80
Virginia,2016,4,55.10
Virginia,2016,5,61.90
Virginia,2016,6,71.80
Virginia,2016,7,77.30
Virginia,2016,8,77.00
Virginia,2016,9,71.80
Virginia,2016,10,59.80
Virginia,2016,11,48.30
Virginia,2016,12,39.10
Virginia,2017,1,40.10
Virginia,2017,2,46.00
Virginia,2017,3,45.90
Virginia,2017,4,60.60
Virginia,2017,5,63.40
Virginia,2017,6,71.20
Virginia,2017,7,76.80
Virginia,2017,8,72.80
Virginia,2017,9,67.40
Virginia,2017,10,60.20
Virginia,2017,11,46.10
Virginia,2017,12,37.20
Virginia,2018,1,31.80
Virginia,2018,2,45.20
Virginia,2018,3,41.20
Virginia,2018,4,52.20
Virginia,2018,5,69.70
Virginia,2018,6,73.10
Virginia,2018,7,75.10
Virginia,2018,8,75.20
Virginia,2018,9,72.80
Virginia,2018,10,59.00
Virginia,2018,11,43.80
Virginia,2018,12,39.70
Virginia,2019,1,36.30
Virginia,2019,2,41.80
Virginia,2019,3,43.90
Virginia,2019,4,58.10
Virginia,2019,5,68.90
Virginia,2019,6,71.10
Virginia,2019,7,77.00
Virginia,2019,8,74.70
Virginia,2019,9,72.50
Virginia,2019,10,60.50
Virginia,2019,11,43.10
Virginia,2019,12,41.40
Washington,2015,1,35.10
Washington,2015,2,40.70
Washington,2015,3,44.80
Washington,2015,4,45.70
Washington,2015,5,56.00
Washington,2015,6,65.50
Washington,2015,7,68.60
Washington,2015,8,66.60
Washington,2015,9,56.20
Washington,2015,10,52.40
Washington,2015,11,36.00
Washington,2015,12,32.10
Washington,2016,1,33.00
Washington,2016,2,39.10
Washington,2016,3,41.80
Washington,2016,4,51.60
Washington,2016,5,55.10
Washington,2016,6,59.90
Washington,2016,7,63.60
Washington,2016,8,65.90
Washington,2016,9,56.40
Washington,2016,10,47.40
Washington,2016,11,43.00
Washington,2016,12,26.10
Washington,2017,1,24.80
Washington,2017,2,31.00
Washington,2017,3,39.30
Washington,2017,4,44.20
Washington,2017,5,53.70
Washington,2017,6,59.50
Washington,2017,7,67.10
Washington,2017,8,68.60
Washington,2017,9,59.80
Washington,2017,10,46.20
Washington,2017,11,37.70
Washington,2017,12,29.90
Washington,2018,1,35.40
Washington,2018,2,32.40
Washington,2018,3,38.80
Washington,2018,4,45.30
Washington,2018,5,57.60
Washington,2018,6,58.20
Washington,2018,7,67.50
Washington,2018,8,66.00
Washington,2018,9,56.30
Washington,2018,10,47.40
Washington,2018,11,38.60
Washington,2018,12,33.10
Washington,2019,1,34.20
Washington,2019,2,25.30
Washington,2019,3,36.20
Washington,2019,4,46.30
Washington,2019,5,55.60
Washington,2019,6,59.50
Washington,2019,7,63.80
Washington,2019,8,66.50
Washington,2019,9,57.10
Washington,2019,10,42.80
Washington,2019,11,37.60
Washington,2019,12,33.50
West Virginia,2015,1,28.80
West Virginia,2015,2,22.90
West Virginia,2015,3,40.00
West Virginia,2015,4,53.10
West Virginia,2015,5,64.70
West Virginia,2015,6,70.50
West Virginia,2015,7,72.10
West Virginia,2015,8,69.90
West Virginia,2015,9,67.10
West Virginia,2015,10,54.00
West Virginia,2015,11,48.30
West Virginia,2015,12,46.30
West Virginia,2016,1,27.60
West Virginia,2016,2,34.90
West Virginia,2016,3,48.50
West Virginia,2016,4,53.00
West Virginia,2016,5,59.50
West Virginia,2016,6,69.50
West Virginia,2016,7,73.70
West Virginia,2016,8,75.10
West Virginia,2016,9,69.40
West Virginia,2016,10,57.30
West Virginia,2016,11,45.60
West Virginia,2016,12,35.60
West Virginia,2017,1,37.50
West Virginia,2017,2,42.10
West Virginia,2017,3,42.30
West Virginia,2017,4,57.50
West Virginia,2017,5,61.00
West Virginia,2017,6,67.70
West Virginia,2017,7,72.40
West Virginia,2017,8,69.30
West Virginia,2017,9,64.60
West Virginia,2017,10,57.50
West Virginia,2017,11,43.20
West Virginia,2017,12,33.00
West Virginia,2018,1,27.00
West Virginia,2018,2,41.70
West Virginia,2018,3,38.00
West Virginia,2018,4,47.70
West Virginia,2018,5,67.90
West Virginia,2018,6,70.00
West Virginia,2018,7,72.50
West Virginia,2018,8,72.40
West Virginia,2018,9,70.40
West Virginia,2018,10,55.30
West Virginia,2018,11,40.00
West Virginia,2018,12,36.70
West Virginia,2019,1,32.10
West Virginia,2019,2,38.50
West Virginia,2019,3,40.10
West Virginia,2019,4,54.80
West Virginia,2019,5,65.50
West Virginia,2019,6,67.60
West Virginia,2019,7,74.30
West Virginia,2019,8,71.50
West Virginia,2019,9,69.90
West Virginia,2019,10,57.70
West Virginia,2019,11,39.30
West Virginia,2019,12,38.50
Wisconsin,2015,1,15.30
Wisconsin,2015,2,7.60
Wisconsin,2015,3,30.70
Wisconsin,2015,4,45.00
Wisconsin,2015,5,56.60
Wisconsin,2015,6,63.80
Wisconsin,2015,7,68.40
Wisconsin,2015,8,66.10
Wisconsin,2015,9,64.70
Wisconsin,2015,10,48.40
Wisconsin,2015,11,39.40
Wisconsin,2015,12,31.80
Wisconsin,2016,1,16.20
Wisconsin,2016,2,22.60
Wisconsin,2016,3,36.80
Wisconsin,2016,4,42.90
Wisconsin,2016,5,56.10
Wisconsin,2016,6,65.80
Wisconsin,2016,7,69.90
Wisconsin,2016,8,69.50
Wisconsin,2016,9,62.60
Wisconsin,2016,10,50.40
Wisconsin,2016,11,41.60
Wisconsin,2016,12,19.90
Wisconsin,2017,1,19.40
Wisconsin,2017,2,27.80
Wisconsin,2017,3,30.20
Wisconsin,2017,4,46.40
Wisconsin,2017,5,53.30
Wisconsin,2017,6,65.60
Wisconsin,2017,7,68.80
Wisconsin,2017,8,64.20
Wisconsin,2017,9,62.20
Wisconsin,2017,10,50.00
Wisconsin,2017,11,31.40
Wisconsin,2017,12,17.30
Wisconsin,2018,1,15.20
Wisconsin,2018,2,16.10
Wisconsin,2018,3,29.70
Wisconsin,2018,4,33.50
Wisconsin,2018,5,62.00
Wisconsin,2018,6,66.50
Wisconsin,2018,7,69.80
Wisconsin,2018,8,68.50
Wisconsin,2018,9,61.20
Wisconsin,2018,10,43.60
Wisconsin,2018,11,27.30
Wisconsin,2018,12,25.10
Wisconsin,2019,1,13.10
Wisconsin,2019,2,13.40
Wisconsin,2019,3,25.70
Wisconsin,2019,4,42.40
Wisconsin,2019,5,51.80
Wisconsin,2019,6,63.60
Wisconsin,2019,7,71.30
Wisconsin,2019,8,65.60
Wisconsin,2019,9,62.00
Wisconsin,2019,10,45.00
Wisconsin,2019,11,28.20
Wisconsin,2019,12,23.50
Wyoming,2015,1,25.60
Wyoming,2015,2,28.40
Wyoming,2015,3,37.70
Wyoming,2015,4,41.30
Wyoming,2015,5,47.00
Wyoming,2015,6,63.00
Wyoming,2015,7,63.90
Wyoming,2015,8,64.30
Wyoming,2015,9,59.40
Wyoming,2015,10,48.70
Wyoming,2015,11,29.20
Wyoming,2015,12,21.40
Wyoming,2016,1,22.70
Wyoming,2016,2,30.10
Wyoming,2016,3,34.50
Wyoming,2016,4,41.80
Wyoming,2016,5,47.90
Wyoming,2016,6,63.80
Wyoming,2016,7,66.80
Wyoming,2016,8,63.50
Wyoming,2016,9,55.40
Wyoming,2016,10,46.50
Wyoming,2016,11,37.10
Wyoming,2016,12,16.80
Wyoming,2017,1,16.70
Wyoming,2017,2,27.80
Wyoming,2017,3,38.40
Wyoming,2017,4,40.10
Wyoming,2017,5,49.20
Wyoming,2017,6,60.00
Wyoming,2017,7,68.90
Wyoming,2017,8,63.50
Wyoming,2017,9,54.20
Wyoming,2017,10,41.10
Wyoming,2017,11,34.70
Wyoming,2017,12,23.80
Wyoming,2018,1,25.10
Wyoming,2018,2,19.30
Wyoming,2018,3,32.30
Wyoming,2018,4,39.70
Wyoming,2018,5,52.90
Wyoming,2018,6,60.40
Wyoming,2018,7,67.30
Wyoming,2018,8,63.60
Wyoming,2018,9,57.20
Wyoming,2018,10,41.00
Wyoming,2018,11,28.60
Wyoming,2018,12,21.50
Wyoming,2019,1,22.10
Wyoming,2019,2,16.90
Wyoming,2019,3,27.20
Wyoming,2019,4,41.20
Wyoming,2019,5,44.50
Wyoming,2019,6,57.00
Wyoming,2019,7,66.00
Wyoming,2019,8,64.90
Wyoming,2019,9,56.70
Wyoming,2019,10,34.30
Wyoming,2019,11,30.20
Wyoming,2019,12,23.10
Alaska,2015,1,7.10
Alaska,2015,2,12.60
Alaska,2015,3,15.90
Alaska,2015,4,28.20
Alaska,2015,5,44.80
Alaska,2015,6,52.30
Alaska,2015,7,54.20
Alaska,2015,8,49.30
Alaska,2015,9,38.90
Alaska,2015,10,31.60
Alaska,2015,11,17.20
Alaska,2015,12,8.30
Alaska,2016,1,17.20
Alaska,2016,2,17.30
Alaska,2016,3,18.70
Alaska,2016,4,33.30
Alaska,2016,5,44.00
Alaska,2016,6,51.80
Alaska,2016,7,55.60
Alaska,2016,8,53.20
Alaska,2016,9,42.30
Alaska,2016,10,29.70
Alaska,2016,11,13.30
Alaska,2016,12,6.20
Alaska,2017,1,4.50
Alaska,2017,2,6.60
Alaska,2017,3,4.90
Alaska,2017,4,29.60
Alaska,2017,5,40.80
Alaska,2017,6,51.40
Alaska,2017,7,56.20
Alaska,2017,8,50.20
Alaska,2017,9,42.60
Alaska,2017,10,30.20
Alaska,2017,11,15.80
Alaska,2017,12,19.10
Alaska,2018,1,6.70
Alaska,2018,2,12.60
Alaska,2018,3,18.00
Alaska,2018,4,26.80
Alaska,2018,5,39.40
Alaska,2018,6,50.00
Alaska,2018,7,55.60
Alaska,2018,8,49.60
Alaska,2018,9,44.30
Alaska,2018,10,33.80
Alaska,2018,11,19.10
Alaska,2018,12,9.10
Alaska,2019,1,7.60
Alaska,2019,2,15.50
Alaska,2019,3,26.50
Alaska,2019,4,28.40
Alaska,2019,5,43.00
Alaska,2019,6,53.90
Alaska,2019,7,58.10
Alaska,2019,8,51.50
Alaska,2019,9,44.40
Alaska,2019,10,30.80
Alaska,2019,11,19.90
Alaska,2019,12,6.80
